TSLA,25-10-2023,201.21
TSLA,26-10-2023,204.03
TSLA,27-10-2023,204.24
TSLA,28-10-2023,204.44
TSLA,29-10-2023,206.28
TSLA,30-10-2023,207.93
TSLA,31-10-2023,206.06
TSLA,01-11-2023,204.62
TSLA,02-11-2023,203.18
TSLA,03-11-2023,204.20
